"vin","timestamp","end_time","odo","end_odo","soc","end_soc","event","charge_mode"
-2.47174E+18,29/04/2021 23:34,29/04/2021 23:34,"250,271,875","250,275",109,109,trip,
-2.47174£+18,29/04/2021 23:35,30/04/202100:40,"250,275","250,275",109,20,charge,240
-2.47174E+18,30/04/2021 00:40,30/04/2021 00:48,"250,275","2,507,140,625",20,188,trip,
-2.47174E+18,30/04/2021 18:52,30/04/2021 19:11,"2,507,140,625","252,084,375",203,184,trip,
-2.47174E+18,30/04/2021 19:11,30/04/2021 21:54,"252,084,375","252,084,375",184,349,charge,240
-2.47174E+18,30/04/2021 21:54,30/04/2021 21:57,"252,084,375","252,103,125",349,349,trip,
-2.47174£+18,01/05/2021 00:47,01/05/202101:04,"252,103,125","253,515,625",352,321,trip,
-2.47174E+18,01/05/2021 15:24,01/05/202115:55,"253,515,625","2,541,265,625",305,298,trip,
-2.47174E+18,01/05/2021 15:55,01/05/2021 16:07,"2,541,265,625","25,471,875",298,286,trip,
-2.47174E+18,01/05/202116:24,01/05/202116:40,"25,471,875","2,557,328,125",282,27,trip,
-2.47174E+18,01/05/2021 18:19,01/05/2021 18:28,"2,557,328,125","25,628,125",266,258,trip,
-2.47174E+18,01/05/202118:37,01/05/202118:51,"25,628,125","2,573,890,625",258,243,trip,
-2.47174E+18,01/05/202118:52,02/05/2021 00:04,"2,573,890,625","2,573,890,625",243,411,charge,240       
-2.47174E+18,02/05/202100:04,02/05/202100:06,"2,573,890,625","2,574,078,125",411,411,trip,
-2.47174E+18,02/05/2021 00:34,02/05/2021 00:43,"2,574,078,125","2,582,265,625",411,396,trip,
-2.47174E+18,02/05/2021 01:00,02/05/202101:11,"2,582,265,625","258,834,375",392,384,trip,
-2.47174E+18,02/05/202115:38,02/05/202116:11,"258,834,375","2,609,625",368,341,trip,
-2.47174E+18,02/05/202116:11,02/05/202116:53,"2,609,625","260,965,625",341,333,trip,
-2.47174E+18,02/05/202116:53,02/05/2021 16:57,"260,965,625","2,611,796,875",333,337,trip,
-2.47174E+18,02/05/2021 17:32,02/05/2021 17:38,"2,611,796,875","2,614,203,125",337,333,trip,
-2.47174E+18,03/05/202113:33,03/05/202113:50,"2,614,203,125","2,625,515,625",321,301,trip,
-2.47174E+18,03/05/202113:54,03/05/202114 :31,"2,625,515,625","2,649,546,875",301,262,trip,
-2.47174E+18,03/05/202 118:32,03/05/202118:48,"2,649,546,875","2,657,875",258,243,trip,
-2.47174E+18,03/05/202118:54,03/05/202119:07,"2,657,875","266,453,125",243,239,trip,
-2.47174E+18,03/05/202 119:26,03/05/202119:33,"266,453,125","2,667,984,375",235,231,trip,
-2.47174E+18,03/05/202119:56,03/05/2021 20:04,"2,667,984,375","2,671,890,625",231,227,trip,
-2.47174E+18,03/05/2021 20:22,03/05/2021 20:43,"2,671,890,625","26,871,875",223,192,trip,
-2.47174E+18,03/05/2021 21:44,03/05/2021 21:58,"26,871,875","269,496,875",192,176,trip,
-2.47174E+18,03/05/202122:06,03/05/2021 22:21,"269,496,875","270,403,125",176,16,trip,
-2.47174E+18,04/05/202114:41,04/05/2021 15:08,"270,403,125","2,718,265,625",156,133,trip,
-2.47174E+18,04/05/202115:20,04/05/2021 15:43,"2,718,265,625","273,428,125",129,105,trip,
-2.47174E+18,04/05/202115:45,04/05/202117:46,"273,428,125","273,428,125",105,125,charge,
-2.47174E+18,04/05/202117:46,04/05/202118:08,"273,428,125","274,971,875",125,101,trip,
-2.47174E+18,04/05/202118:22,04/05/2021 18:45,"274,971,875","276,546,875",9.8,7.4,trip,
-2.47174E+18,04/05/202119:07,04/05/2021 19:26,"276,546,875","277,653,125",7,5.4,trip,
-2.47174E+18,04/05/202119:27,04/05/2021 21:43,"277,653,125","277,653,125",5.4,223,charge,240
-2.47174E+18,04/05/2021 21:43,04/05/2021 21:49,"277,653,125","2,777,484,375",223,223,trip,
-2.47174E+18,04/05/2021 21:50,04/05/2021 22:08,"2,777,484,375","2,777,484,375",223,243,charge,240        
-2.47174E+18,04/05/202122:08,04/05/2021 22:12,"2,777,484,375","2,778,328,125",243,247,trip,
-2.47174E+18,04/05/202122:12,05/05/202101:14,"2,778,328,125","2,778,328,125",247,513,charge,240     
-2.47174E+18,05/05/202101:14,05/05/202101:16,"2,778,328,125","277,859,375",513,513,trip,
-2.47174E+18,05/05/2021 01:41,05/05/202101:54,"2,778,609,375","2,790,234,375",513,486,trip,
-2.47174E+18,05/05/202114:21,05/05/202114:39,"2,790,234,375","28,004,375",486,47,trip,
-2.47174E+18,05/05/202114:39,05/05/202115:17,"28,004,375","28,004,375",47,505,charge, 240
-2.47174E+18,05/05/202115:17,05/05/202115:22,"28,004,375","2,802,875",505,505,trip,
-2.47174E+18,05/05/202115:23,05/05/202115:41,"2802875","2,802,875",50.5,525,charge, 240
-2.47174E+18,05/05/202115:41,05/05/202115:59,"2802875","2,811,671,875",525,505,trip,
-2.47174E+18,05/05/202116:13,05/05/202117:40,"2,811,671,875","2,875,703,125",505,396,trip,
-2.47174E+18,05/05/202117:40,05/05/202118:48,"2,875,703,125","287,575",396,388,trip,
-2.47174E+18,05/05/202118:48,05/05/202119:03,"287,575","28,868,125",388,368,trip,
-2.47174E+18,05/05/202119:04,05/05/202119:05,"28,868,125","288,703,125",368,368,trip,
-2.47174E+18,05/05/202119:05,05/05/2021 20:29,"288,703,125","288,703,125",368,486,charge, 240
-2.47174E+18,05/05/2021 20:29,05/05/2021 20:46,"288,703,125","2,895,171,875",486,47,trip,
-2.47174E+18,05/05/2021 20:47,05/05/2021 21:19,"2,895,171,875","2,900,703,125",47,458,trip,
-2.47174E+18,05/05/2021 21:45,05/05/2021 21:56,"2,900,703,125","29,101,875",45,439,trip,
-2.47174E+18,05/05/2021 21:56,06/05/202100:28,"29,101,875","29,101,875",439,658,charge, 240
-2.47174E+18,06/05/2021 00:28,06/05/2021 00:42,"29,101,875","2,921,828,125",658,631,trip, 
-2.47174E+18,06/05/202119:16,06/05/202119:28,"2,921,828,125","2,928,125",639,631,trip, 
-2.47174E+18,06/05/202119:32,06/05/202119:47,"2,928,125","2935",631,619,trip,
-2.47174E+18,06/05/2021 20:39,06/05/2021 21:01,"293,5","2,948,328,125",611,592,trip,
-2.47174E+18,07/05/202118:51,07/05/202119:12,"2,948,328,125","2,959,421,875",588,576,trip,
-2.47174E+18,07/05/202119:13,07/05/2021 22:03,"2,959,421,875","2,959,421,875",576,827,charge, 240
-2.47174E+18,07/05/2021 22:03,07/05/2021 22:05,"2,959,421,875","2,959,578,125",827,827,trip,
-2.47174E+18,07/05/202123:40,07/05/202123:42,"2,959,578,125","2,960,015,625",823,823,trip,
-2.47174E+18,08/05/2021 00:48,08/05/2021 00:58,"2,960,015,625","29,681,875",819,803,trip,
-2.47174E+18,08/05/2021 01:12,08/05/202101:26,"29,681,875","2,976,921,875",80,78,trip,
-2.47174E+18,08/05/202112:33,08/05/202112 :47,"2,976,921,875","2,988,015,625",78,768,trip,
-2.47174E+18,08/05/202112:48,08/05/202114:52,"2,988,015,625","2,988,015,625",768,937,charge, 240
-2.47174E+18,08/05/202114:52,08/05/202114:55,"2,988,015,625","2,988,203,125",937,937,trip,
-2.47174E+18,08/05/202118:56,08/05/202119:14,"2,988,203,125","2,999,984,375",933,909,trip,
-2.47174E+18,08/05/2021 22:36,08/05/2021 22:40,3000,"300,225",905,905,trip,
-2.47174E+18,08/05/2021 22:45,08/05/2021 22:49,"300,225","3,004,203,125",905,898,trip,
-2.47174E+18,09/05/202110:48,09/05/202110:53,"3,004,203,125","3,006,359,375",898,886,trip,
-2.47174E+18,09/05/202111:01,09/05/202111:05,"3,006,359,375","300,853,125",886,88.6 ,trip,
-2.47174E+18,09/05/202119:57,09/05/2021 20:09,"3,008,546,875","301,546,875",878,87,trip,
-2.47174E+18,09/05/2021 20:19,09/05/2021 20:32,"301,546,875","302,203,125",866,85,trip,
-2.47174E+18,10/05/202114:03,10/05/2021 14:04,"302,203,125","3,022,578,125",847,847,trip,
-2.47174E+18,10/05/202114:05,10/05/202115:26,"3,022,578,125","3,022,578,125",847,862,charge,120
-2.47174E+18,10/05/202115:26,10/05/202115:34,"3,022,578,125","302,553,125",862,862,trip,
-2.47174E+18,10/05/202115:36,10/05/2021 17:46,"302,553,125","308,125",862,764,trip,
-2.47174E+18,10/05/202117:47,10/05/202117:53,"308,125","308,378,125",764,76,trip,
-2.47174E+18,10/05/202117:54,10/05/2021 18:29,"308,378,125","308,378,125",76,76,charge,120
-2.47174E+18,10/05/202118:29,10/05/2021 20:42,"308,378,125","3202",76,525,trip,
-2.47174E+18,10/05/202120:49,10/05/2021 21:23,"3202","324,371,875",521,419,trip,
-2.47174E+18,10/05/2021 21:41,10/05/2021 22:34,"324,371,875","331,784,375",419,243,trip,
-2.47174E+18,10/05/2021 22:37,10/05/2021 22:39,"331,784,375","33,183,125",243,243,trip,
-2.47174E+18,10/05/2021 22:40,11/05/202100:15,"33,183,125","33,183,125",243,384,charge,240
-2.47174E+18,11/05/2021 00:15,11/05/202101:38,"33,183,125","3,372,109,375",384,298,trip,
-2.47174E+18,11/05/2021 01:41,11/05/202117:58,"3,372,109,375","3,372,109,375",298,498,charge,120
-2.47174E+18,11/05/202117:58,11/05/2021 21:03,"3,372,109,375","347,596,875",498,305,trip,
-2.47174E+18,11/05/2021 21:04,11/05/2021 21:09,"347,596,875","347,596,875",305,309,charge,240
-2.47174E+18,11/05/2021 21:09,11/05/2021 21:42,"347,596,875","3,494,171,875",309,274,trip,
-2.47174E+18,11/05/2021 21:46,11/05/2021 22:21,"3,494,171,875","3,513,078,125",274,25,trip,
-2.47174E+18,11/05/2021 22:22,12/05/2021 00:28,"3,513,078,125","3,513,078,125",25,435,charge,240
-2.47174E+18,12/05/2021 00:28,12/05/202100:35,"3,513,078,125","351,525",435,435,trip,
-2.47174E+18,12/05/2021 00:37,12/05/202103:30,"351,525","36,458,125",435,168,trip,
-2.47174E+18,12/05/2021 03:31,12/05/2021 12:55,"36,458,125","36,458,125",168,282,charge,120
-2.47174E+18,12/05/202112:55,12/05/202114:05,"36,458,125","3,696,296,875",282,196,trip,
-2.47174E+18,12/05/202114:06,12/05/202116:08,"3,696,296,875","3,696,296,875",196,376,charge,240
-2.47174E+18,12/05/202116:08,12/05/2021 17:41,"3,696,296,875","3,778,484,375",376,219,trip,
-2.47174E+18,12/05/202117:41,12/05/202118:55,"3,778,484,375","3,778,484,375",219,321,charge,240
-2.47174E+18,12/05/202118:55,12/05/2021 19:14,"3,778,484,375","3,790,109,375",321,294,trip,
-2.47174E+18,12/05/2021 20:39,12/05/2021 21:31,"3,790,109,375","3,822,453,125",29,239,trip,
-2.47174E+18,12/05/2021 21:33,12/05/2021 22:00,"3,822,453,125","385,203,125",239,176,trip,
-2.47174E+18,12/05/2021 22:15,12/05/2021 22:25,"385,203,125","385,746,875",176,172,trip,
-2.47174E+18,12/05/2021 22:25,12/05/2021 23:55,"385,746,875","385,746,875",172,313,charge,240
·2.47174E+l8,12/05/2021 23:55,13/05/202100:12,"385,746,875","3,869,421,875",313,301,trip,
-2.47174E+18,13/05/2021 00:13,13/05/202100:21,"3,869,421,875","3,869,421,875",301,301,charge,120       
-2.47174E+18,13/05/202100:21,13/05/202102:48,"3,869,421,875","39,976,875",301,3.5,trip,
-2.47174E+18,13/05/2021 02:48,13/05/202103:03,"39,976,875","39,976,875",3.5,4.7,charge,240
-2.47174E+18,13/05/202103:03,13/05/2021 03:11,"39,976,875","4,002,234,375",4.7,3.9,trip,
-2.47174E+18,13/05/202103:12,13/05/202104:00,"4,002,234,375","4,002,234,375",3.9,7,charge,240
-2.47174E+18,13/05/2021 04:00,13/05/2021 04:06,"4,002,234,375","40,045",7,6.2,trip,
-2.47174E+18,13/05/202104:08,13/05/202104:08,"40,045","4,004,515,625",6.2,6.2,trip,
-2.47174E+18,13/05/2021 04:11,13/05/202104:11,"400,453,125","400,453,125",6.2,6.2,trip,
-2.47174E+18,13/05/202104:12,13/05/202104:27,"400,453,125","400,453,125",6.2,20,charge,DCCharging 
-2.47174E+18,13/05/202104:27,13/05/202104:57,"400,453,125","4,035,515,625",20,133,trip,
-2.47174E+18,13/05/2021 04:57,13/05/202119:48,"4,035,515,625","4,035,515,625",133,313,charge,120       
-2.47174E+18,13/05/202119:48,13/05/2021 20:04,"4,035,515,625","4,043,625",313,298,trip,
-2.47174E+18,13/05/2021 20:06,13/05/2021 21:12,"4,043,625","4,081,328,125",298,247,trip,
-2.47174E+18,13/05/202121:13,13/05/2021 21:51,"4,081,328,125","4,081,328,125",247,298,charge,240       
-2.47174E+18,13/05/2021 21:51,13/05/2021 22:09,"4,081,328,125","4,096,984,375",298,27,trip,
-2.47174E+18,13/05/2021 22:26,13/05/2021 23:08,"4,096,984,375","4,137,046,875",27,188,trip,
-2.47174E+18,13/05/202123:09,13/05/2021 23:09,"4,137,046,875","4,137,046,875",188,188,trip,
-2.47174E+18,13/05/202123:17,13/05/2021 23:51,"4,137,046,875","4,137,046,875",188,47,charge,DCCharging
-2.47174E+18,13/05/202123:51,14/05/2021 00:50,"4,137,046,875","4,160,046,875",47,431,trip,
-2.47174E+18,14/05/2021 00:51,14/05/202100:58,"4,160,046,875","4,160,046,875",431,439,charge,240
-2.47174E+18,14/05/2021 00:58,14/05/202104:54,"4,160,046,875","433,684,375",439,9.4,trip,
-2.47174E+18,14/05/2021 04:55,14/05/202118:18,"433,684,375","433,684,375",9.4,254,charge,120        
-2.47174E+18,14/05/202118:18,14/05/202118:33,"433,684,375","43,449,375",254,239,trip,
-2.47174E+18,14/05/202118:34,14/05/202118:41,"43,449,375","434,890,625",239,239,trip,
-2.47174E+18,14/05/202118:59,14/05/202119:49,"434,890,625","4,367,265,625",235,203,trip,
-2.47174E+18,14/05/202119:50,14/05/2021 20:53,"4,367,265,625","4,367,265,625",203,709,charge,DCCharging 
-2.47174E+18,14/05/2021 20:53,14/05/2021 22:00,"4,367,265,625","4,384,640,625",709,67,trip,
-2.47174E+18,14/05/2021 22:23,15/05/202100:29,"4,384,640,625","4,473,140,625",67,49,trip,
-2.47174E+18,15/05/2021 00:29,15/05/2021 00:38,"4,473,140,625","4,473,140,625",49,498,charge,240       
-2.47174E+18,15/05/2021 00:38,15/05/202103:05,"4,473,140,625","458,578,125",498,274,trip,
-8.99632E+18,06/01/2021 14:29,06/01/2021 14:38,4974.078125,4975.34375,59.6,59.6,trip,
-8.99632E+18,06/01/2021 14:39,06/01/2021 15:11,4975.34375,4975.34375,59.6,64.3,charge,
-8.99632E+18,06/01/2021 15:11,06/01/2021 15:34,4975.34375,4981.546875,64.3,62.3,trip,
-8.99632E+18,06/01/2021 15:34,06/01/2021 15:35,4981.546875,4981.5625,62.3,62.3,trip,
-8.99632E+18,06/01/2021 15:35,06/01/2021 18:10,4981.5625,4998.109375,62.3,59.6,trip,
-8.99632E+18,06/01/2021 18:10,06/01/2021 18:13,4998.109375,4998.59375,59.6,59.6,trip,
-8.99632E+18,06/01/2021 18:13,06/01/2021 18:37,4998.59375,5000.78125,59.6,58.8,trip,
-8.99632E+18,06/01/2021 18:37,06/01/2021 19:04,5000.78125,5006.25,58.8,58.4,trip,
-8.99632E+18,06/01/2021 19:09,06/01/2021 19:12,5006.25,5007.3125,57.6,57.6,trip,
-8.99632E+18,06/01/2021 19:12,06/01/2021 19:14,5007.3125,5007.5,57.6,57.6,trip,
-8.99632E+18,06/01/2021 19:19,06/01/2021 19:35,5007.5,5007.5,,68.6,charge,
-8.99632E+18,06/01/2021 19:35,06/01/2021 19:36,5007.5,5008.265625,68.6,68.6,trip,
-8.99632E+18,06/01/2021 19:36,06/01/2021 19:41,5008.265625,5010.078125,68.6,68.6,trip,
-8.99632E+18,06/01/2021 20:55,06/01/2021 21:08,5010.078125,5015.25,68.2,67,trip,
-8.99632E+18,06/01/2021 21:17,06/01/2021 21:28,5015.25,5024.5625,66.6,64.7,trip,
-8.99632E+18,06/01/2021 21:46,06/01/2021 21:50,5024.5625,5025.71875,63.9,63.9,trip,
-8.99632E+18,07/01/2021 10:24,07/01/2021 10:52,5025.71875,5047.5,63.5,57.6,trip,
-8.99632E+18,07/01/2021 13:34,07/01/2021 14:10,5047.5,5070.328125,56.4,52.5,trip,
-8.99632E+18,07/01/2021 19:12,07/01/2021 19:53,5070.328125,5086.34375,51.7,49.4,trip,
-8.99632E+18,07/01/2021 20:54,07/01/2021 21:01,5086.34375,5088.5,49,48.6,trip,
-8.99632E+18,07/01/2021 21:03,07/01/2021 21:49,5088.5,5088.5,,78.4,charge,
-8.99632E+18,07/01/2021 21:49,08/01/2021 08:04,5088.5,5105.359375,78.4,74.1,trip,
-8.99632E+18,08/01/2021 08:04,08/01/2021 08:57,5105.359375,5189.65625,74.1,44.3,trip,
-8.99632E+18,08/01/2021 10:56,08/01/2021 11:13,5189.65625,5201.6875,43.5,40,trip,
-8.99632E+18,08/01/2021 11:13,08/01/2021 13:23,5201.6875,5201.765625,40,40.3,trip,
-8.99632E+18,08/01/2021 13:23,08/01/2021 13:30,5201.765625,5204.515625,40.3,40,trip,
-8.99632E+18,08/01/2021 13:31,08/01/2021 22:44,5204.515625,5204.515625,40,100,charge,240
-8.99632E+18,08/01/2021 22:44,08/01/2021 22:53,5204.515625,5207.25,100,100,trip,
-8.99632E+18,09/01/2021 10:00,09/01/2021 10:49,5207.25,5286.109375,100,78.4,trip,
-8.99632E+18,09/01/2021 13:45,09/01/2021 13:48,5286.109375,5287.15625,77.6,77.6,trip,
-8.99632E+18,09/01/2021 13:48,09/01/2021 16:08,5287.15625,5366.84375,77.6,56.8,trip,
-8.99632E+18,09/01/2021 16:08,09/01/2021 16:09,5366.84375,5366.875,56.8,56.8,trip,
-8.99632E+18,09/01/2021 16:09,09/01/2021 16:16,5366.875,5445.390625,56.8,56.4,trip,
-8.99632E+18,09/01/2021 16:16,10/01/2021 15:15,5445.390625,5445.390625,56.4,78,charge,120
-8.99632E+18,10/01/2021 15:15,10/01/2021 15:22,5445.390625,5446.46875,78,78,trip,
-8.99632E+18,10/01/2021 19:35,10/01/2021 19:53,5446.46875,5454.53125,76.4,74.1,trip,
-8.99632E+18,10/01/2021 19:53,10/01/2021 20:55,5454.53125,5540.78125,74.1,48.6,trip,
-8.99632E+18,11/01/2021 00:08,11/01/2021 14:12,5540.78125,5540.78125,49.4,74.5,charge,120
-8.99632E+18,11/01/2021 14:12,11/01/2021 14:18,5540.78125,5540.8125,74.5,74.1,trip,
-8.99632E+18,11/01/2021 14:18,11/01/2021 15:15,5540.8125,5631.203125,74.1,54.9,trip,
-8.99632E+18,11/01/2021 15:23,11/01/2021 15:28,5631.203125,5633.40625,54.1,54.1,trip,
-8.99632E+18,11/01/2021 15:47,11/01/2021 15:52,5633.40625,5635.734375,53.7,53.7,trip,
-8.99632E+18,11/01/2021 17:02,11/01/2021 18:22,5635.734375,5730.109375,53.3,27,trip,
-8.99632E+18,11/01/2021 18:31,11/01/2021 18:45,5730.125,5735.203125,27,26.2,trip,
-8.99632E+18,11/01/2021 18:45,12/01/2021 10:32,5735.203125,5735.203125,26.2,100,charge,240
-8.99632E+18,12/01/2021 10:32,12/01/2021 10:40,5735.203125,5739.125,100,99.2,trip,
-8.99632E+18,12/01/2021 10:40,12/01/2021 11:39,5739.125,5824.203125,99.2,78,trip,
-8.99632E+18,12/01/2021 11:39,13/01/2021 13:07,5824.203125,5909.734375,78,53.7,trip,
-8.99632E+18,13/01/2021 13:07,13/01/2021 13:09,5909.734375,5909.765625,53.7,53.7,trip,
-8.99632E+18,13/01/2021 13:10,13/01/2021 18:19,5909.765625,5909.765625,53.7,62.3,charge,120
-8.99632E+18,13/01/2021 18:19,13/01/2021 19:15,5909.765625,5996.625,62.3,41.5,trip,
-8.99632E+18,13/01/2021 19:19,13/01/2021 19:21,5996.625,5996.96875,41.5,41.5,trip,
-8.99632E+18,13/01/2021 19:22,13/01/2021 19:30,5996.96875,5996.96875,41.5,50.1,charge,
-8.99632E+18,13/01/2021 19:30,13/01/2021 20:46,5996.96875,5998.875,50.1,50.9,trip,
-8.99632E+18,13/01/2021 20:46,13/01/2021 21:57,5998.875,6084.390625,50.9,25.8,trip,
-8.99632E+18,13/01/2021 22:02,14/01/2021 00:07,6084.390625,6084.390625,25.8,29.4,charge,120
-8.99632E+18,14/01/2021 00:07,14/01/2021 00:12,6084.390625,6087.234375,29.4,28.2,trip,
-8.99632E+18,14/01/2021 00:13,14/01/2021 09:50,6087.234375,6087.234375,28.2,100,charge,240
-8.99632E+18,14/01/2021 09:50,14/01/2021 10:47,6087.234375,6163.546875,100,85.8,trip,
-8.99632E+18,14/01/2021 10:47,14/01/2021 10:52,6163.546875,6163.59375,85.8,85.4,trip,
-8.99632E+18,14/01/2021 10:52,14/01/2021 10:54,6163.59375,6164.609375,85.4,85.4,trip,
-8.99632E+18,14/01/2021 13:36,14/01/2021 13:37,6164.609375,6164.625,84.3,84.3,trip,
-8.99632E+18,14/01/2021 13:38,14/01/2021 13:45,6164.625,6165.65625,84.3,84.3,trip,
-8.99632E+18,14/01/2021 13:59,14/01/2021 14:08,6165.65625,6168.609375,84.3,83.5,trip,
-8.99632E+18,14/01/2021 18:00,14/01/2021 18:09,6168.609375,6170.328125,83.1,82.7,trip,
-8.99632E+18,14/01/2021 18:18,14/01/2021 18:19,6170.328125,6170.34375,82.3,82.3,trip,
-8.99632E+18,14/01/2021 18:21,14/01/2021 18:24,6170.34375,6170.34375,82.3,82.3,trip,
-8.99632E+18,14/01/2021 18:25,14/01/2021 18:27,6170.34375,6170.640625,82.3,82.3,trip,
-8.99632E+18,14/01/2021 18:30,14/01/2021 19:10,6170.640625,6180.640625,82.3,80.3,trip,
-8.99632E+18,14/01/2021 19:10,14/01/2021 19:14,6180.640625,6181.84375,80.3,80,trip,
-8.99632E+18,14/01/2021 19:14,14/01/2021 19:52,6181.84375,6181.84375,80,81.5,charge,240
-8.99632E+18,14/01/2021 19:52,14/01/2021 19:58,6181.84375,6181.84375,81.5,81.5,trip,
-8.99632E+18,14/01/2021 22:01,14/01/2021 22:58,6181.84375,6267.171875,81.5,56.4,trip,
