4.758757352828979492e-01,5.001416802406311035e-01,5.118879079818725586e-01,4.463921189308166504e-01,4.976703524589538574e-01,5.130616426467895508e-01,4.859390258789062500e-01,4.873253405094146729e-01,4.607274830341339111e-01,5.573302507400512695e-01,5.126297473907470703e-01,4.835726916790008545e-01
4.711259305477142334e-01,4.983324706554412842e-01,5.201236605644226074e-01,4.358492791652679443e-01,4.944808185100555420e-01,5.114644169807434082e-01,4.821921885013580322e-01,4.887395799160003662e-01,4.601500928401947021e-01,5.678383111953735352e-01,5.218432545661926270e-01,4.755344390869140625e-01
4.694544374942779541e-01,4.971816539764404297e-01,5.331409573554992676e-01,4.294395148754119873e-01,4.908663928508758545e-01,5.083236098289489746e-01,4.822131097316741943e-01,4.882011413574218750e-01,4.555699825286865234e-01,5.719990730285644531e-01,5.346983075141906738e-01,4.685127437114715576e-01
4.671812653541564941e-01,5.006677508354187012e-01,5.407886505126953125e-01,4.311064779758453369e-01,4.894014000892639160e-01,5.058482289314270020e-01,4.761542677879333496e-01,4.809652268886566162e-01,4.527238905429840088e-01,5.724816322326660156e-01,5.342130064964294434e-01,4.739694595336914062e-01
4.646107256412506104e-01,4.990708231925964355e-01,5.428314208984375000e-01,4.267665743827819824e-01,4.841574728488922119e-01,5.052617788314819336e-01,4.796690642833709717e-01,4.876086711883544922e-01,4.551634192466735840e-01,5.723983645439147949e-01,5.422141551971435547e-01,4.795104861259460449e-01
4.676370322704315186e-01,4.994376003742218018e-01,5.520309209823608398e-01,4.213418662548065186e-01,4.827889204025268555e-01,5.053314566612243652e-01,4.845250844955444336e-01,4.916083216667175293e-01,4.548377096652984619e-01,5.730896592140197754e-01,5.460324287414550781e-01,4.785083830356597900e-01
4.669210314750671387e-01,5.001832246780395508e-01,5.558907985687255859e-01,4.200420677661895752e-01,4.832397997379302979e-01,5.051165223121643066e-01,4.861287176609039307e-01,4.991473853588104248e-01,4.512579739093780518e-01,5.696764588356018066e-01,5.489805936813354492e-01,4.805056452751159668e-01
4.648444950580596924e-01,4.997349083423614502e-01,5.552768707275390625e-01,4.242812991142272949e-01,4.859570562839508057e-01,5.079566836357116699e-01,4.860940575599670410e-01,5.011975169181823730e-01,4.546890258789062500e-01,5.682010054588317871e-01,5.366930365562438965e-01,4.867096245288848877e-01
4.585693776607513428e-01,5.063236951828002930e-01,5.497407913208007812e-01,4.244675040245056152e-01,4.809788465499877930e-01,5.099068880081176758e-01,4.840912520885467529e-01,5.001842379570007324e-01,4.589672684669494629e-01,5.722975134849548340e-01,5.293682217597961426e-01,4.798816740512847900e-01
4.554869234561920166e-01,5.151702165603637695e-01,5.453344583511352539e-01,4.190232753753662109e-01,4.752185940742492676e-01,5.058871507644653320e-01,4.855752587318420410e-01,5.102967023849487305e-01,4.620436728000640869e-01,5.794846415519714355e-01,5.369866490364074707e-01,4.762733876705169678e-01
